certification_no,plan_date,insurer,plan_name,plan_level_raw,geographical_coverage,geo_tier,ward_restriction,ward_tier,provider_restriction,has_deductible,deductible_amount,coinsurance_pct,cost_tier,lifetime_benefit_limit,lifetime_tier,annual_benefit_limit,room_board_per_day,misc_charges_limit,surgeon_complex_limit,psychiatric_limit,no_sublimits,schedule_tier,overall_tier,fields_missing,scrape_status,source_url
F00081-01-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-01-000-01-PlanDoc-e.pdf
F00081-02-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"HKD8,800 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-02-000-01-PlanDoc-e.pdf
F00081-03-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"HKD18,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-03-000-01-PlanDoc-e.pdf
F00081-04-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"HKD30,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-04-000-01-PlanDoc-e.pdf
F00081-05-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"HKD55,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-05-000-01-PlanDoc-e.pdf
F00081-06-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,USD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-06-000-01-PlanDoc-e.pdf
F00081-07-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"USD1,100 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-07-000-01-PlanDoc-e.pdf
F00081-08-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"USD2,250 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-08-000-01-PlanDoc-e.pdf
F00081-09-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"USD3,750 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-09-000-01-PlanDoc-e.pdf
F00081-10-000-01,27 October 2025,AIA International Limited,AIA Voluntary Health Insurance SelectWise Scheme,"USD6,875 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00081/F00081-10-000-01-PlanDoc-e.pdf
F00033-01-000-02,1 April 2021,Allianz Global Corporate & Specialty SE,Allianz Ultra Medical Protect,Silver Plan,Limited (see doc),tier2,No restriction,tier1,No restriction,,,20,tier3,None,tier1,500000,,50000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00033/F00033-01-000-02-PlanDoc-e.pdf
F00033-01-001-02,1 April 2021,Allianz Global Corporate & Specialty SE,Allianz Ultra Medical Protect,Silver Plan with SMM,Limited (see doc),tier2,No restriction,tier1,No restriction,,,20,tier3,None,tier1,500000,,50000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00033/F00033-01-001-02-PlanDoc-e.pdf
F00033-02-000-02,1 April 2021,Allianz Global Corporate & Specialty SE,Allianz Ultra Medical Protect,Gold Plan,Limited (see doc),tier2,No restriction,tier1,No restriction,,,10,tier3,None,tier1,1000000,,100000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00033/F00033-02-000-02-PlanDoc-e.pdf
F00033-02-001-02,1 April 2021,Allianz Global Corporate & Specialty SE,Allianz Ultra Medical Protect,Gold Plan with SMM,Limited (see doc),tier2,No restriction,tier1,No restriction,,,10,tier3,None,tier1,1000000,,100000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00033/F00033-02-001-02-PlanDoc-e.pdf
F00038-01-000-02,1 April 2021,"Asia Insurance Company, Limited",Asia Elite,Semi-Private Room,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,N,0,30,tier1,None,tier1,1200000,,,100000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00038/F00038-01-000-02-PlanDoc-e.pdf
F00038-02-000-02,1 April 2021,"Asia Insurance Company, Limited",Asia Elite,Standard Private Room,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,N,0,30,tier1,None,tier1,2000000,,,200000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00038/F00038-02-000-02-PlanDoc-e.pdf
F00061-01-000-01,22 November 2021,"Asia Insurance Company, Limited",Asia iCare,Plan 1,Worldwide,tier1,No restriction,tier1,Network restricted,Y,,,tier1,,tier3,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00061/F00061-01-000-01-PlanDoc-e.pdf
F00061-01-001-01,22 November 2021,"Asia Insurance Company, Limited",Asia iCare,Plan 1A with SMM,Worldwide,tier1,No restriction,tier1,Network restricted,Y,,,tier1,,tier3,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00061/F00061-01-001-01-PlanDoc-e.pdf
F00061-02-000-01,22 November 2021,"Asia Insurance Company, Limited",Asia iCare,Plan 2,Worldwide,tier1,No restriction,tier1,Network restricted,Y,,,tier1,,tier3,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00061/F00061-02-000-01-PlanDoc-e.pdf
F00061-02-001-01,22 November 2021,"Asia Insurance Company, Limited",Asia iCare,Plan 2A with SMM,Worldwide,tier1,No restriction,tier1,Network restricted,Y,,,tier1,,tier3,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00061/F00061-02-001-01-PlanDoc-e.pdf
F00061-02-002-01,22 November 2021,"Asia Insurance Company, Limited",Asia iCare,Plan 2B with SMM,Worldwide,tier1,No restriction,tier1,Network restricted,Y,,,tier1,,tier3,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00061/F00061-02-002-01-PlanDoc-e.pdf
F00034-01-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Regular (HKD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,5000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-01-000-05-PlanDoc-e.pdf
F00034-02-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Regular (HKD20,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,5000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-02-000-05-PlanDoc-e.pdf
F00034-03-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Regular (HKD50,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,5000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-03-000-05-PlanDoc-e.pdf
F00034-04-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Enhance (HKD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,25000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-04-000-05-PlanDoc-e.pdf
F00034-05-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Enhance (HKD20,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,25000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-05-000-05-PlanDoc-e.pdf
F00034-06-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Enhance (HKD50,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,25000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-06-000-05-PlanDoc-e.pdf
F00034-07-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Premier (HKD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,30000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-07-000-05-PlanDoc-e.pdf
F00034-08-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Premier (HKD20,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,30000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-08-000-05-PlanDoc-e.pdf
F00034-09-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Premier (HKD50,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,30000000,,,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-09-000-05-PlanDoc-e.pdf
F00034-10-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Regular (USD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,645161,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-10-000-05-PlanDoc-e.pdf
F00034-11-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Regular (USD2,500 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,645161,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-11-000-05-PlanDoc-e.pdf
F00034-12-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Regular (USD6,250 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,645161,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-12-000-05-PlanDoc-e.pdf
F00034-13-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Enhance (USD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,3225806,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-13-000-05-PlanDoc-e.pdf
F00034-14-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Enhance (USD2,500 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,3225806,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-14-000-05-PlanDoc-e.pdf
F00034-15-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Enhance (USD6,250 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,3225806,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-15-000-05-PlanDoc-e.pdf
F00034-16-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Premier (USD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,3870968,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-16-000-05-PlanDoc-e.pdf
F00034-17-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Premier (USD2,500 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,3870968,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-17-000-05-PlanDoc-e.pdf
F00034-18-000-05,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Premier (USD6,250 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,3870968,,,,3898,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-18-000-05-PlanDoc-e.pdf
F00034-19-000-03,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Noble (HKD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,50000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-19-000-03-PlanDoc-e.pdf
F00034-20-000-03,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Noble (HKD20,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,50000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-20-000-03-PlanDoc-e.pdf
F00034-21-000-03,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Noble (HKD50,000 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,50000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-21-000-03-PlanDoc-e.pdf
F00034-22-000-03,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,Noble (USD0 Deductible),Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,5161290,,,,6494,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-22-000-03-PlanDoc-e.pdf
F00034-23-000-03,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Noble (USD2,500 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,5161290,,,,6494,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-23-000-03-PlanDoc-e.pdf
F00034-24-000-03,26 January 2026,AXA China Region Insurance Company (Hong Kong) Limited,AXA WiseGuard Pro Medical Insurance Plan,"Noble (USD6,250 Deductible)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,5161290,,,,6494,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00034/F00034-24-000-03-PlanDoc-e.pdf
F00017-01-000-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Regular (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,800,14000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-01-000-04-PlanDoc-e.pdf
F00017-01-001-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Regular with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,800,14000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-01-001-04-PlanDoc-e.pdf
F00017-02-000-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Superior (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1600,20000,80000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-02-000-04-PlanDoc-e.pdf
F00017-02-001-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Superior with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1600,20000,80000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-02-001-04-PlanDoc-e.pdf
F00017-03-000-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Premier (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,4500,35000,160000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-03-000-04-PlanDoc-e.pdf
F00017-03-001-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Premier with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,4500,35000,160000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-03-001-04-PlanDoc-e.pdf
F00017-04-000-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Regular (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,100,1820,6495,3898,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-04-000-04-PlanDoc-e.pdf
F00017-04-001-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Regular with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,100,1820,6495,3898,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-04-001-04-PlanDoc-e.pdf
F00017-05-000-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Superior (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,200,2500,10390,3898,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-05-000-04-PlanDoc-e.pdf
F00017-05-001-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Superior with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,200,2500,10390,3898,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-05-001-04-PlanDoc-e.pdf
F00017-06-000-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Premier (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,570,4380,20000,3898,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-06-000-04-PlanDoc-e.pdf
F00017-06-001-04,2 July 2026,AXA China Region Insurance Company (Hong Kong) Limited,Smart Medicare,Premier with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,570,4380,20000,3898,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00017/F00017-06-001-04-PlanDoc-e.pdf
F00018-01-000-03,2 July 2026,AXA China Region Insurance Company Limited,Smart Medicare,Regular (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,800,14000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00018/F00018-01-000-03-PlanDoc-e.pdf
F00018-01-001-03,2 July 2026,AXA China Region Insurance Company Limited,Smart Medicare,Regular with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,800,14000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00018/F00018-01-001-03-PlanDoc-e.pdf
